999998,	0,	1,	0,	0
999997,	1,	1,	0,	2.20397
999997,	0,	2,	0,	3.95531
999996,	1,	2,	0,	4.51918
999995,	2,	2,	0,	5.70615
999994,	2,	3,	0,	6.47167
999993,	3,	3,	0,	8.0068
999991,	3,	5,	0,	9.18212
999990,	2,	7,	0,	10.4787
999986,	5,	8,	0,	11.0701
999984,	3,	12,	0,	12.1089
999979,	8,	12,	0,	13.0253
999974,	11,	14,	0,	14.1242
999964,	16,	18,	1,	15.0852
999955,	21,	22,	1,	16.0464
999943,	26,	28,	2,	17.0799
999932,	33,	32,	2,	18.0049
999912,	48,	37,	2,	19.0317
999897,	49,	50,	3,	20.0515
999878,	61,	54,	6,	21.0286
999856,	71,	64,	8,	22.0056
999824,	86,	79,	10,	23.0073
999794,	96,	96,	13,	24.0004
999741,	122,	123,	13,	25.0105
999674,	166,	144,	15,	26.0129
999601,	210,	166,	22,	27.0013
999522,	238,	207,	32,	28.0011
999420,	288,	251,	40,	29.0102
999308,	325,	320,	46,	30.0013
999156,	406,	379,	58,	31.0025
998973,	497,	463,	66,	32.0006
998745,	620,	554,	80,	33.0004
998465,	770,	656,	108,	34.0005
998167,	897,	814,	121,	35.0014
997780,	1068,	1007,	144,	36.001
997264,	1330,	1234,	171,	37.0004
996664,	1610,	1527,	198,	38.0006
995967,	1926,	1866,	240,	39.0003
995117,	2323,	2264,	295,	40.0001
994062,	2851,	2727,	359,	41.0002
992837,	3420,	3311,	431,	42.0006
991289,	4186,	4009,	515,	43.001
989325,	5131,	4926,	617,	44.0002
986953,	6315,	5958,	773,	45.0008
984169,	7610,	7279,	941,	46.0002
980702,	9267,	8868,	1162,	47.0001
976519,	11328,	10731,	1421,	48.0001
971528,	13683,	13086,	1702,	49.0003
